ID,Plant,Height,Width 1,Width 2,Stem Diameter,Date Measured,Notes
871,HEWH,12.6,19.5,13.6,,17-Nov,
872,SAAP,8.5,17.1,3.4,0.5,17-Nov,DAG
873,ENCA,45,24.9,9.6,0.3,17-Nov,
874,ADFA,,,,,17-Nov,DAG
875,SAME,23.6,31.4,23.6,1.3,17-Nov,
876,SAAP,21.3,8.8,6.9,0.5,17-Nov,DAG
877,,,,,,,
878,,,,,,,
879,HEWH,,,,,17-Nov,NP
880,,,,,,,
881,HEWH,19,11.4,8.9,,17-Nov,
882,ENCA,,,,,17-Nov,DAG
883,SAAP,19,30.2,8.6,1.1,17-Nov,
884,CEOL,,,,,17-Nov,DAG
885,MALA,,,,,17-Nov,DAG
886,HEWH,22.6,10,5.1,,17-Nov,
887,,,,,,,
888,,,,,,,
889,,,,,,,
890,SANI,,,,,17-Nov,NP
891,,,,,,,
892,HEWH,,,,,17-Nov,NP
893,,,,,,,
894,,,,,,,
895,,,,,,,
896,,,,,,,
897,,,,,,,
898,HEWH,,,,,17-Nov,NP
899,CEOL,,,,,17-Nov,DAG
900,,,,,,,
901,,,,,,,
902,,,,,,,
903,,,,,,,
904,,,,,,,
905,ADFA,,,,,17-Nov,DAG
906,SAME,9.7,3.2,2,0.3,5-Nov,
907,SANI,,,,,5-Nov,DAG
908,,,,,,,
909,,,,,,,
910,ENCA,,,,,17-Nov,DAG
911,SANI,,,,,17-Nov,NP
912,ENCA,31.5,17,10.8,0.5,17-Nov,
913,,,,,,,
914,,,,,,,
915,,,,,,,
916,,,,,,,
917,,,,,,,
918,,,,,,,
919,,,,,,,
920,,,,,,,
921,ENCA,10.1,5.5,3.2,0.5,17-Nov,
922,,,,,,,
923,,,,,,,
924,RHOV,22.1,15.9,11.4,0.7,17-Nov,
925,,,,,,,
926,,,,,,,
927,RHOV,8.8,7.5,5.2,0.39,17-Nov,
928,MALA,23.4,10.8,9.2,0.4,17-Nov,
929,,,,,,,
930,,,,,,,
931,,,,,,,
932,,,,,,,
933,,,,,,,
934,,,,,,,
935,RHOV,26.5,17.4,12.6,0.5,17-Nov,
936,ADFA,,,,,17-Nov,DAG
937,,,,,,,
938,ENCA,,,,,17-Nov,DAG
939,,,,,,,
940,SANI,,,,,17-Nov,NP
941,SAAP,,,,,17-Nov,NP
942,,,,,,,
943,HEWH,,,,,17-Nov,NP
944,SANI,,,,,17-Nov,DAG
945,,,,,,,
946,,,,,,,
947,,,,,,,
948,,,,,,,
949,,,,,,,
950,SANI,,,,,17-Nov,NP
951,SANI,,,,,17-Nov,NP
952,,,,,,,
953,,,,,,,
954,RHOV,17,14,8,0.4,17-Nov,DAG
955,RHOV,,,,,17-Nov,NP
956,SAAP,,,,,17-Nov,DAG
957,,,,,,,
958,,,,,,,
959,,,,,,,
960,,,,,,,
961,RHOV,,,,,17-Nov,DAG
962,HEWH,,,,,17-Nov,NP
963,,,,,,,
964,,,,,,,
965,HEWH,,,,,17-Nov,NP
966,,,,,,,
967,,,,,,,
968,SAAP,,,,,17-Nov,DAG
969,,,,,,,
970,,,,,,,
971,CEOL,18.1,7.1,6.2,0.6,17-Nov,
972,ADFA,,,,,17-Nov,DAG
973,MALA,,,,,17-Nov,NP
974,SANI,,,,,17-Nov,NP
975,CEOL,,,,,17-Nov,NP
976,,,,,,,
977,SAAP,,,,,17-Nov,NP
978,RHOV,,,,,17-Nov,NP
979,ENCA,,,,,17-Nov,NP
980,ENCA,,,,,17-Nov,NP
981,,,,,,,
982,,,,,,,
983,,,,,,,
984,HEWH,30.1,25.6,20,,17-Nov,
985,MALA,,,,,17-Nov,NP
986,,,,,,,
987,CEOL,,,,,17-Nov,DAG
988,MALA,,,,,17-Nov,NP
989,,,,,,,
990,,,,,,,
991,,,,,,,
992,CEOL,,,,,17-Nov,DAG
993,,,,,,,
994,ADFA,51.1,32.5,26.4,1.2,17-Nov,DAG
995,,,,,,,
996,,,,,,,
997,ENCA,29.4,29.4,11.3,0.8,17-Nov,
998,ADFA,,,,,17-Nov,DAG
999,,,,,,,
1000,RHOV,,,,,17-Nov,DAG
1001,CEOL,62,29.3,27,0.7,27-Oct,
1002,SAME,,,,,19-Nov,DAG
1003,,,,,,,
1004,,,,,,,
1005,,,,,,,
1006,HEWH,,,,,3-Dec,NP
1007,ADFA,52.2,60.4,60.1,0.9,3-Dec,DAG
1008,,,,,,,
1009,HEWH,41.5,55,42.3,,19-Nov,
1010,,,,,,,
1011,RHOV,,,,,19-Nov,NP
1012,,,,,,,
1013,,,,,,,
1014,ENCA,,,,,19-Nov,NP
1015,,,,,,,
1016,,,,,,,
1017,HEWH,,,,,19-Nov,NP
1018,,,,,,,
1019,CEOL,,,,,19-Nov,DAG
1020,SAME,,,,,19-Nov,NP
1021,RHOV,,,,,19-Nov,DAG
1022,CEOL,51.2,19.3,17.8,0.3,19-Nov,DAG
1023,CEOL,,,,,19-Nov,DAG
1024,CEOL,,,,,19-Nov,NP
1025,HEWH,22.4,43,31,,19-Nov,
1026,HEWH,,,,,19-Nov,NP
1027,CEOL,,,,,19-Nov,DAG
1028,HEWH,,,,,19-Nov,NP
1029,,,,,,,
1030,HEWH,,,,,19-Nov,NP
1031,RHOV,,,,,19-Nov,NP
1032,ADFA,,,,,19-Nov,DAG
1033,CEOL,37.2,14.8,13.6,0.3,19-Nov,DAG
1034,ADFA,,,,,19-Nov,DAG
1035,,,,,,,
1036,,,,,,,
1037,HEWH,,,,,19-Nov,NP
1038,,,,,,,
1039,,,,,,,
1040,HEWH,30.2,35.6,23.4,,19-Nov,
1041,HEWH,,,,,19-Nov,NP
1042,,,,,,,
1043,RHOV,,,,,19-Nov,DAG
1044,MALA,,,,,19-Nov,DAG
1045,ENCA,98.5,134.5,101.2,2.2,19-Nov,
1046,ENCA,20,54.2,19.3,0.59,19-Nov,DAG
1047,HEWH,,,,,19-Nov,DAG
1048,,,,,,,
1049,CEOL,,,,,19-Nov,DAG
1050,SAAP,,,,,19-Nov,DAG
1051,HEWH,,,,,19-Nov,NP
1052,RHOV,,,,,19-Nov,NP
1053,MALA,,,,,19-Nov,DAG
1054,HEWH,32.3,37.1,31.2,,19-Nov,
1055,ENCA,,,,,19-Nov,NP
1056,HEWH,,,,,19-Nov,NP
1057,SAME,,,,,19-Nov,DAG
1058,ENCA,,,,,19-Nov,DAG
1059,MALA,,,,,19-Nov,NP
1060,ADFA,,,,,19-Nov,DAG
1061,CEOL,,,,,19-Nov,DAG
1062,CEOL,,,,,19-Nov,DAG
1063,HEWH,,,,,19-Nov,NP
1064,ADFA,66.1,35.5,27.3,0.99,19-Nov,
1065,MALA,,,,,19-Nov,NP
1066,,,,,,,
1067,HEWH,,,,,19-Nov,NP
1068,HEWH,31.2,35.2,35.1,,19-Nov,
1069,ENCA,,,,,19-Nov,NP
1070,SANI,,,,,19-Nov,DAG
1071,,,,,,,
1072,,,,,,,
1073,HEWH,,,,,19-Nov,NP
1074,ENCA,,,,,19-Nov,NP
1075,,,,,,,
1076,MALA,,,,,19-Nov,NP
1077,,,,,,,
1078,,,,,,,
1079,SAAP,16,3.5,2.9,0.2,19-Nov,
1080,ENCA,57.8,62.3,29,0.68,19-Nov,DAG
1081,CEOL,,,,,19-Nov,DAG
1082,ENCA,,,,,19-Nov,DAG
1083,HEWH,,,,,19-Nov,NP
1084,ENCA,73.2,18.3,17.2,0.89,19-Nov,
1085,RHOV,,,,,19-Nov,DAG
1086,RHOV,,,,,19-Nov,DAG
1087,,,,,,,
1088,,,,,,,
1089,SANI,45.5,27.3,17.9,2,19-Nov,DAG
1090,HEWH,,,,,19-Nov,NP
1091,,,,,,,
1092,,,,,,,
1093,ENCA,61.5,24.2,19.7,0.7,19-Nov,
1094,CEOL,,,,,19-Nov,DAG
1095,ENCA,,,,,19-Nov,DAG
1096,HEWH,28.4,34.1,22.3,,19-Nov,
1097,CEOL,,,,,19-Nov,DAG
1098,HEWH,,,,,19-Nov,DAG
1099,CEOL,,,,,19-Nov,DAG
1100,SANI,,,,,19-Nov,NP
1101,RHOV,89.4,43.6,19.4,1.2,27-Oct,
1102,RHOV,,,,,19-Nov,NP
1103,SAAP,37.5,22,8,0.6,19-Nov,DAG
1104,RHOV,,,,,19-Nov,NP
1105,HEWH,,,,,19-Nov,DAG
1106,,,,,,,
1107,,,,,,,
1108,,,,,,,
1109,,,,,,,
1110,,,,,,,
1111,,,,,,,
1112,,,,,,,
1113,SAME,,,,,19-Nov,NP
1114,ENCA,,,,,19-Nov,NP
1115,RHOV,,,,,19-Nov,DAG
1116,HEWH,13,5,3,,19-Nov,
1117,,,,,,,
1118,RHOV,,,,,19-Nov,NP
1119,,,,,,,
1120,ADFA,,,,,19-Nov,DAG
1121,CEOL,,,,,19-Nov,NP
1122,ENCA,,,,,19-Nov,NP
1123,HEWH,41.5,33,23,,19-Nov,
1124,RHOV,,,,,19-Nov,NP
1125,,,,,,,
1126,CEOL,,,,,19-Nov,DAG
1127,ADFA,,,,,19-Nov,DAG
1128,HEWH,,,,,19-Nov,NP
1129,,,,,,,
1130,,,,,,,
1131,,,,,,,
1132,,,,,,,
1133,,,,,,,
1134,,,,,,,
1135,,,,,,,
1136,ENCA,,,,,19-Nov,DAG
1137,,,,,,,
1138,,,,,,,
1139,SAME,31.3,9,8.8,0.18,19-Nov,
1140,SAME,40,6.8,5.2,0.3,19-Nov,
1141,HEWH,20,9.4,2.3,,19-Nov,
1142,CEOL,,,,,19-Nov,NP
1143,,,,,,,
1144,HEWH,25.2,27.1,23.4,,19-Nov,
1145,,,,,,,
1146,,,,,,,
1147,HEWH,,,,,19-Nov,NP
1148,,,,,,,
1149,SANI,5.4,4.8,2.4,0.2,19-Nov,
1150,,,,,,,
1151,,,,,,,
1152,,,,,,,
1153,MALA,43.9,11,9.8,0.67,19-Nov,
1154,SANI,,,,,19-Nov,NP
1155,SAAP,31.3,14,13.2,0.8,19-Nov,DAG
1156,SAME,,,,,19-Nov,NP
1157,,,,,,,
1158,,,,,,,
1159,ADFA,,,,,19-Nov,DAG
1160,,,,,,,
1161,,,,,,,
1162,,,,,,,
1163,,,,,,,
1164,,,,,,,
1165,,,,,,,
1166,,,,,,,
1167,HEWH,14.7,26.8,4.8,,19-Nov,
1168,,,,,,,
1169,,,,,,,
1170,CEOL,,,,,3-Dec,NP
1171,SANI,,,,,3-Dec,NP
1172,,,,,,,
1173,,,,,,,
1174,ENCA,,,,,19-Nov,NP
1175,ADFA,,,,,19-Nov,DAG
1176,,,,,,,
1177,RHOV,,,,,19-Nov,DAG
1178,,,,,,,
1179,ENCA,,,,,19-Nov,DAG
1180,MALA,77.9,84.1,67.2,2.7,19-Nov,
1181,,,,,,,
1182,HEWH,16.3,28.3,27.4,,19-Nov,
1183,ADFA,,,,,19-Nov,DAG
1184,,,,,,,
1185,CEOL,,,,,19-Nov,NP
1186,,,,,,,
1187,,,,,,,
1188,CEOL,20.6,2.4,2.4,0.2,3-Dec,DAG
1189,,,,,,,
1190,,,,,,,
1191,ADFA,,,,,19-Nov,DAG
1192,ENCA,47.2,33.4,25.4,0.4,19-Nov,
1193,,,,,,,
1194,ADFA,49.2,46.2,26.2,0.4,19-Nov,
1195,MALA,45,13,12,0.7,19-Nov,
1196,,,,,,,
1197,,,,,,,
1198,RHOV,59,30.5,22.4,1.3,19-Nov,
1199,,,,,,,
1200,ENCA,52,22.2,11.5,0.4,19-Nov,
1201,,,,,,,
1202,,,,,,,
1203,HEWH,,,,,3-Dec,NP
1204,RHOV,,,,,19-Nov,NP
1205,SANI,,,,,19-Nov,DAG
1206,,,,,,,
1207,,,,,,,
1208,,,,,,,
1209,,,,,,,
1210,,,,,,,
1211,SANI,,,,,19-Nov,NP
1212,CEOL,30.8,13.5,5.7,0.4,3-Dec,DAG
1213,ENCA,,,,,19-Nov,NP
1214,,,,,,,
1215,RHOV,,,,,19-Nov,DAG
1216,,,,,,,
1217,,,,,,,
1218,MALA,,,,,19-Nov,DAG
1219,,,,,,,
1220,,,,,,,
1221,,,,,,,
1222,ADFA,,,,,19-Nov,DAG
1223,,,,,,,
1224,ADFA,,,,,19-Nov,NP
1225,,,,,,,
1226,ENCA,,,,,19-Nov,DAG
1227,ADFA,,,,,19-Nov,DAG
1228,,,,,,,
1229,,,,,,,
1230,,,,,,,
1231,,,,,,,
1232,HEWH,16.2,9,4.2,,19-Nov,
1233,,,,,,,
1234,CEOL,,,,,19-Nov,NP
1235,MALA,,,,,19-Nov,NP
1236,,,,,,,
1237,,,,,,,
1238,ADFA,,,,,19-Nov,DAG
1239,,,,,,,
1240,,,,,,,
1241,HEWH,24.8,28,22,,19-Nov,
1242,SANI,85.5,0,0,0.9,19-Nov,DAG
1243,,,,,,,
1244,RHOV,,,,,17-Nov,DAG
1245,ADFA,,,,,,MISSING
1246,SANI,,,,,17-Nov,DAG
1247,ADFA,48,42.5,41,1.4,17-Nov,DAG
1248,SANI,,,,,17-Nov,NP
1249,,,,,,,
1250,,,,,,,
1251,ENCA,,,,,17-Nov,NP
1252,HEWH,28.4,17,11.7,,17-Nov,
1253,RHOV,,,,,3-Dec,DAG
1254,,,,,,,
1255,RHOV,18.5,16,9.8,0.4,17-Nov,DAG
1256,HEWH,26.1,24.4,23.6,,17-Nov,
1257,RHOV,74.6,22.2,16.4,1.6,17-Nov,
1258,RHOV,,,,,19-Nov,NP
1259,,,,,,,
1260,,,,,,,
1261,,,,,,,
1262,MALA,,,,,17-Nov,DAG
1263,,,,,,,
1264,RHOV,,,,,17-Nov,DAG
1265,,,,,,,
1266,RHOV,,,,,19-Nov,DAG
1267,,,,,,,
1268,,,,,,,
1269,,,,,,,
1270,,,,,,,
1271,,,,,,,
1272,,,,,,,
1273,ENCA,,,,,19-Nov,NP
1274,,,,,,,
1275,,,,,,,
1276,,,,,,,
1277,MALA,,,,,17-Nov,DAG
1278,SANI,,,,,17-Nov,DAG
1279,HEWH,16.5,30.4,16.2,,17-Nov,DAG
1280,SANI,23.8,7.4,6.3,0.6,17-Nov,
1281,CEOL,,,,,19-Nov,DAG
1282,,,,,,,
1283,,,,,,,
1284,HEWH,,,,,17-Nov,DAG
1285,CEOL,39.8,6.1,4.3,0.3,5-Nov,DAG
1286,HEWH,31.1,44.2,36,,3-Dec,
1287,,,,,,,
1288,,,,,,,
1289,ADFA,69.4,42.2,33,0.9,3-Dec,DAG
1290,,,,,,,
1291,SAME,29.7,9.8,5.4,0.3,17-Nov,
1292,ENCA,39.3,12.2,5,0.4,17-Nov,
1293,HEWH,10.3,5.3,2,,17-Nov,
1294,RHOV,,,,,3-Dec,NP
1295,,,,,,,
1296,MALA,,,,,17-Nov,DAG
1297,HEWH,32.5,31.4,27.1,,17-Nov,
1298,ADFA,40.1,48,29.6,0.8,17-Nov,DAG
1299,CEOL,,,,,17-Nov,DAG
1300,,,,,,,
1301,ADFA,24,37.2,25.4,0.6,19-Nov,
1302,HEWH,,,,,19-Nov,DAG
1303,ENCA,,,,,19-Nov,DAG
1304,ENCA,56,29.5,27.3,0.8,19-Nov,
1305,ADFA,,,,,19-Nov,DAG
1306,MALA,,,,,19-Nov,NP
1307,SAAP,22,15,6,0.4,19-Nov,
1308,ENCA,93,10,5,0.8,19-Nov,
1309,,,,,,,
1310,RHOV,,,,,19-Nov,DAG
1311,,,,,,,
1312,RHOV,,,,,19-Nov,DAG
1313,RHOV,,,,,19-Nov,DAG
1314,,,,,,,
1315,ENCA,61.3,89.3,54.2,1.2,19-Nov,DAG
1316,SAME,,,,,19-Nov,DAG
1317,HEWH,19,17.1,13,,19-Nov,
1318,SANI,,,,,19-Nov,NP
1319,,,,,,,
1320,SAME,,,,,19-Nov,DAG
1321,CEOL,,,,,19-Nov,DAG
1322,RHOV,,,,,19-Nov,NP
1323,HEWH,,,,,19-Nov,DAG
1324,SAME,3,5,1,0.3,19-Nov,
1325,SAME,31,15.8,11.5,0.4,19-Nov,DAG
1326,MALA,,,,,19-Nov,NP
1327,,,,,,,
1328,SAME,,,,,19-Nov,DAG
1329,HEWH,,,,,19-Nov,DAG
1330,ENCA,59,16.1,17.2,0.7,19-Nov,
1331,SAME,,,,,19-Nov,NP
1332,ENCA,23.2,8.1,8.1,0.4,19-Nov,
1333,HEWH,27.1,29,26.4,,19-Nov,
1334,HEWH,36.2,31,24,,19-Nov,
1335,,,,,,,
1336,,,,,,,
1337,,,,,,,
1338,CEOL,,,,,19-Nov,DAG
1339,HEWH,,,,,19-Nov,NP
1340,,,,,,,
1341,,,,,,,
1342,ENCA,,,,,19-Nov,NP
1343,SAAP,,,,,19-Nov,NP
1344,,,,,,,
1345,RHOV,,,,,19-Nov,NP
1346,HEWH,23.2,27.8,25.9,,19-Nov,
1347,ADFA,66.2,42.5,36.8,1.5,19-Nov,
1348,,,,,,,
1349,SAME,46.2,9,6.8,0.5,19-Nov,DAG
1350,RHOV,,,,,19-Nov,NP
1351,ADFA,,,,,19-Nov,DAG
1352,,,,,,,
1353,,,,,,,
1354,HEWH,27.2,28,25.6,,19-Nov,
1355,SANI,,,,,19-Nov,DAG
1356,RHOV,,,,,19-Nov,DAG
1357,,,,,,,
1358,,,,,,,
1359,,,,,,,
1360,,,,,,,
1361,,,,,,,
1362,ADFA,,,,,19-Nov,DAG
1363,,,,,,,
1364,RHOV,,,,,19-Nov,NP
1365,,,,,,,
1366,SAAP,,,,,19-Nov,NP
1367,RHOV,,,,,19-Nov,NP
1368,RHOV,,,,,19-Nov,NP
1369,ENCA,,,,,19-Nov,NP
1370,,,,,,,
1371,,,,,,,
1372,HEWH,,,,,19-Nov,NP
1373,MALA,,,,,19-Nov,NP
1374,,,,,,,
1375,,,,,,,
1376,HEAR,,,,,3-Dec,DAG
1377,SANI,,,,,19-Nov,DAG
1378,,,,,,,
1379,,,,,,,
1380,,,,,,,
1381,,,,,,,
1382,,,,,,,
1383,RHOV,13.1,7.4,3.3,0.4,17-Nov,DAG
1384,CEOL,,,,,17-Nov,DAG
1385,,,,,,,
1386,,,,,,,
1387,CEOL,,,,,3-Dec,NP? NO TAG
1388,,,,,,,
1389,,,,,,,
1390,RHOV,,,,,19-Nov,NP
1391,,,,,,,
1392,CEOL,,,,,19-Nov,NP
1393,SANI,,,,,19-Nov,DAG
1394,ADFA,49.5,57.2,31.2,0.74,19-Nov,
1395,ADFA,,,,,3-Dec,MISSING
1396,,,,,,,
1397,,,,,,,
1398,HEWH,16.2,16,7.2,,19-Nov,
1399,RHOV,,,,,19-Nov,NP
1400,SAAP,,,,,19-Nov,NP
1401,CEOL,30.2,10.1,8.7,0.2,17-Nov,DAG
1402,RHOV,9.9,6.7,3.2,0.2,17-Nov,DAG
1403,MALA,,,,,19-Nov,NP
1404,,,,,,,
1405,,,,,,,
1406,CEOL,,,,,19-Nov,NP
1407,HEAR,,,,,27-Oct,DAG
1408,,,,,,,
1409,,,,,,,
1410,HEAR,,,,,27-Oct,DAG
1411,HEAR,,,,,27-Oct,DAG
1412,RHOV,,,,,19-Nov,DAG
1413,RHOV,,,,,19-Nov,NP
1414,RHOV,,,,,19-Nov,NP
1415,,,,,,,
1416,,,,,,,
1417,HEAR,9.6,10.1,6.6,",25",27-Oct,
1418,ADFA,,,,,19-Nov,DAG
1419,,,,,,,
1420,,,,,,,
1421,HEAR,11.6,6.6,3.6,0.2,3-Dec,DAG
1422,,,,,,,
1423,HEAR,9,4.6,4.1,0.3,27-Oct,
1424,,,,,,,
1425,HEAR,,,,,27-Oct,NP
1426,,,,,,,
1427,,,,,,,
1428,,,,,,,
1429,,,,,,,
1430,,,,,,,
1431,,,,,,,
1432,HEAR,,,,,27-Oct,NP
1433,,,,,,,
1434,,,,,,,
1435,,,,,,,
1436,HEAR,,,,,3-Dec,MISSING
1437,HEAR,,,,,3-Dec,MISSING
1438,,,,,,,
1439,,,,,,,
1440,,,,,,,
1441,HEAR,6.2,4.6,3.3,0.3,3-Dec,DAG
1442,,,,,,,
1443,,,,,,,
1444,,,,,,,
1445,,,,,,,
1446,,,,,,,
1447,,,,,,,
1448,,,,,,,
1449,,,,,,,
1450,,,,,,,
1451,,,,,,,
1452,,,,,,,
1453,HEAR,,,,,3-Dec,NP
1454,,,,,,,
1455,,,,,,,
1456,HEAR,,,,,3-Dec,MISSING
1457,,,,,,,
1458,HEAR,,,,,27-Oct,NP
1459,HEAR,11.1,5.2,3.9,0.4,5-Nov,DAG
1460,HEAR,,,,,3-Dec,DAG
1461,HEAR,3.4,3,2.4,0.13,27-Oct,DAG
1462,,,,,,,
1463,ADFA,,,,,3-Dec,MISSING
1464,ADFA,,,,,19-Nov,DAG
1465,ADFA,,,,,3-Dec,MISSING
1466,ADFA,,,,,3-Dec,MISSING
1467,ADFA,47.8,73.2,43.3,0.6,27-Oct,
1468,ADFA,,,,,3-Dec,MISSING
1469,ADFA,,,,,3-Dec,MISSING
1470,ADFA,,,,,3-Dec,MISSING
1471,ADFA,,,,,3-Dec,MISSING
1472,ADFA,24.1,21.8,18.6,0.3,27-Oct,
1473,ADFA,,,,,3-Dec,MISSING
1474,ADFA,,,,,3-Dec,MISSING
1475,ADFA,49.7,60.4,49.3,1.2,27-Oct,
1476,ADFA,65.7,37.2,27.7,1.2,27-Oct,
1477,ADFA,36.5,40.8,30.6,0.5,27-Oct,
1478,,,,,,,
1479,SANI,,,,,27-Oct,NP
1480,,,,,,,
1481,,,,,,,
1482,HEAR,,,,,3-Dec,NP
1483,,,,,,,
1484,,,,,,,
1485,,,,,,,
1486,HEAR,,,,,5-Nov,DAG
1487,,,,,,,
1488,,,,,,,
1489,,,,,,,
1490,,,,,,,
1491,,,,,,,
1492,,,,,,,
1493,,,,,,,
1494,,,,,,,
1495,,,,,,,
1496,,,,,,,
1497,,,,,,,
1498,,,,,,,
1499,,,,,,,
1500,,,,,,,
1501,SAME,5,1.8,1.6,0.2,27-Oct,
1502,,,,,,,
1503,SAME,,,,,3-Dec,MISSING
1504,,,,,,,
1505,,,,,,,
1506,,,,,,,
1507,,,,,,,
1508,,,,,,,
1509,,,,,,,
1510,HEAR,7,8.6,8.6,0.3,17-Nov,DAG
1511,HEAR,,,,,3-Dec,MISSING
1512,,,,,,,
1513,,,,,,,
1514,,,,,,,
1515,,,,,,,
1516,,,,,,,
1517,SAME,27.3,7.1,6.3,0.55,19-Nov,
1518,HEAR,,,,,17-Nov,NP
1519,,,,,,,
1520,,,,,,,
1521,,,,,,,
1522,,,,,,,
1523,HEAR,,,,,3-Dec,MISSING
1524,HEAR,,,,,3-Dec,MISSING
1525,,,,,,,
1526,HEAR,,,,,3-Dec,MISSING
1527,,,,,,,
1528,,,,,,,
1529,,,,,,,
1530,,,,,,,
1531,,,,,,,
1532,,,,,,,
1533,,,,,,,
1534,SANI,,,,,5-Nov,NP
1535,,,,,,,
1536,,,,,,,
1537,,,,,,,
1538,HEAR,,,,,3-Dec,NP
1539,,,,,,,
1540,SANI,,,,,5-Nov,NP
1541,,,,,,,
1542,SAME,37.6,14.6,12.4,3.6,5-Nov,
1543,SAME,35.1,9.1,6.1,0.4,5-Nov,DAG
1544,,,,,,,
1545,SAME,15.2,10.9,7.5,0.4,5-Nov,
1546,SAME,,,,,3-Dec,NP
1547,,,,,,,
1548,,,,,,,
1549,SAME,,,,,3-Dec,NP
1550,,,,,,,
1551,SANI,,,,,3-Dec,DAG
1552,SANI,,,,,3-Dec,MISSING
1553,,,,,,,
1554,,,,,,,
1555,SAME,,,,,3-Dec,MISSING
1556,,,,,,,
1557,SANI,36,28,26.5,0.9,19-Nov,
1558,SAME,,,,,3-Dec,MISSING
1559,SANI,,,,,3-Dec,MISSING
1560,,,,,,,
1561,,,,,,,
1562,SAME,,,,,3-Dec,MISSING
1563,,,,,,,
1564,,,,,,,
1565,,,,,,,
1566,,,,,,,
1567,,,,,,,
1568,,,,,,,
1569,SANI,,,,,19-Nov,NP
1570,,,,,,,
1571,SANI,,,,,19-Nov,DAG
1572,,,,,,,
1573,,,,,,,
1574,SANI,,,,,27-Oct,NP
1575,SAME,35.8,13.8,6.2,0.4,27-Oct,
1576,,,,,,,
1577,,,,,,,
1578,,,,,,,
1579,SANI,,,,,27-Oct,NP
1580,SAME,,,,,27-Oct,NP
1581,SANI,,,,,27-Oct,NP
1582,SAME,33.7,21.5,8.9,0.5,5-Nov,DAG
1583,,,,,,,
1584,,,,,,,
1585,,,,,,,
1586,,,,,,,
1587,,,,,,,
1588,,,,,,,
1589,SANI,,,,,3-Dec,MISSING
1590,HEAR,,,,,17-Nov,NP
1591,,,,,,,
1592,,,,,,,
1593,,,,,,,
1594,SANI,,,,,17-Nov,NP
1595,,,,,,,
1596,SAME,14.5,6.4,3.9,0.35,17-Nov,
1597,,,,,,,
1598,,,,,,,
1599,SANI,19.2,16,10.9,0.3,27-Oct,DAG
1600,SANI,,,,,27-Oct,NP
1601,SAME,,,,,5-Nov,NP
1602,,,,,,,
1603,,,,,,,
1604,SAME,,,,,5-Nov,NP
1605,,,,,,,
1606,,,,,,,
1607,,,,,,,
1608,,,,,,,
1609,,,,,,,
1610,SAME,,,,,17-Nov,DAG
1611,,,,,,,
1612,,,,,,,
1613,SANI,35.6,26.6,20.6,1,17-Nov,
1614,,,,,,,
1615,,,,,,,
1616,,,,,,,
1617,ADFA,,,,,19-Nov,DAG
1618,,,,,,,
1619,,,,,,,
1620,ADFA,36.6,28.5,26.6,0.7,3-Dec,DAG
1621,ADFA,55,44.5,20.3,0.6,19-Nov,
1622,ADFA,,,,,19-Nov,DAG
1623,ADFA,,,,,19-Nov,DAG
1624,ADFA,,,,,19-Nov,DAG
1625,,,,,,,
1626,,,,,,,
1627,ADFA,,,,,3-Dec,MISSING
1628,,,,,,,
1629,,,,,,,
1630,ADFA,33.1,48,43.1,0.4,3-Dec,DAG
1631,ADFA,62.4,41.8,40,1.9,5-Nov,DAG
1632,ADFA,65.9,57.2,45.6,1.6,27-Oct,
1633,ADFA,52.3,30.4,19.7,1.4,27-Oct,DAG
1634,HEAR,15.7,9.8,6.6,0.5,5-Nov,DAG
1635,ADFA,58.3,60,33.1,2.1,5-Nov,
1636,ADFA,50.8,57.1,33.2,0.31,27-Oct,
1637,,,,,,,
1638,,,,,,,
1639,ADFA,50,42,38,1,17-Nov,DAG
1640,SANI,6.5,10.2,8.9,0.4,19-Nov,
1641,ADFA,53,25,24,1.2,17-Nov,DAG
1642,,,,,,,
1643,HEAR,,,,,3-Dec,MISSING
1644,,,,,,,
1645,,,,,,,
1646,ADFA,,,,,3-Dec,MISSING
1647,,,,,,,
1648,,,,,,,
1649,SAME,14.6,12.8,12.5,0.2,19-Nov,
1650,SANI,,,,,19-Nov,NP
1651,SAME,,,,,5-Nov,DAG
1652,,,,,,,
1653,SAME,7.9,8.2,6.5,0.6,17-Nov,
1654,SANI,,,,,3-Dec,MISSNG
1655,,,,,,,
1656,SAME,4.5,6.8,4.2,0.6,27-Oct,
1657,,,,,,,
1658,SANI,10,5.3,3.7,0.2,17-Nov,
1659,,,,,,,
1660,,,,,,,
1661,,,,,,,
1662,,,,,,,
1663,SANI,,,,,27-Oct,NP
1664,SANI,,,,,17-Nov,NP
1665,,,,,,,
1666,,,,,,,
