ID,Plant,Height,Width 1,Width 2,Stem Diameter,Date Measured,Notes
1423,HEAR,13.7,7.2,6.4,0.2,5-Jun,
1424,HEAR,,,,,26-Jun,dead
1425,HEAR,7.8,10.6,7,0.4,5-Jun,
1426,HEAR,,,,,5-Jun,np
1427,HEAR,,,,,,
1428,HEAR,,,,,24-Jun,np
1429,HEAR,,,,,5-Jun,np
1430,HEAR,,,,,26-Jun,dead
1431,HEAR,,,,,,
1432,HEAR,10,11.1,9.8,0.32,24-Jun,
1433,HEAR,,,,,,
1434,HEAR,,,,,26-Jun,dead
1435,HEAR,,,,,24-Jun,dead
1436,HEAR,9.5,10.3,8.2,0.48,24-Jun,sad
1437,HEAR,9.8,8.3,7.8,0.4,24-Jun,
1438,HEAR,,,,,24-Jun,"np, g"
1439,HEAR,,,,,,
1440,HEAR,,,,,25-Jun,dead
1441,HEAR,10.4,5.7,4,0.25,25-Jun,sad
1442,HEAR,,,,,26-Jun,np
1443,HEAR,,,,,26-Jun,np
1444,HEAR,,,,,25-Jun,dead
1445,HEAR,,,,,,
1446,HEAR,,,,,24-Jun,dead
1447,HEAR,,,,,24-Jun,dead
1448,HEAR,,,,,24-Jun,dead
1449,HEAR,,,,,26-Jun,"np, g"
1450,HEAR,,,,,24-Jun,np
1451,HEAR,,,,,26-Jun,"np, g"
1452,HEAR,,,,,26-Jun,"np, g"
1453,HEAR,12.1,6.9,5,0.28,24-Jun,sad
1454,HEAR,,,,,25-Jun,dead
1455,HEAR,,,,,24-Jun,dead
1456,HEAR,13.7,9.2,6.1,0.31,24-Jun,sad
1457,HEAR,,,,,24-Jun,dead
1458,HEAR,13.7,11,9.9,0.48,25-Jun,
1459,HEAR,11.7,7.4,6,0.31,24-Jun,
1460,HEAR,8.8,6,4.8,0.31,24-Jun,
1461,HEAR,3.8,4.3,2.2,0.2,25-Jun,sad
1462,ADFA (Orange + Green),,,,,24-Jun,dead
1463,ADFA (Orange + Green),57.8,40,30.5,0.61,24-Jun,
1464,ADFA (Orange + Green),37.5,57.6,18.9,1,25-Jun,
1465,ADFA (Orange + Green),57.3,25,19.3,0.6,24-Jun,sad
1466,ADFA (Orange + Green),70,18.6,18,0.68,24-Jun,g.a.
1467,ADFA (Orange + Green),30.3,86,34.1,1.2,24-Jun,
1468,ADFA (Orange + Green),34.6,32.6,26.6,0.7,5-Jun,
1469,ADFA (Orange + Green),59.6,56.1,22.4,0.71,24-Jun,
1470,ADFA (Orange + Green),67.7,37.8,35.5,0.95,24-Jun,
1471,ADFA (Orange + Green),42.1,43.6,31.9,0.6,24-Jun,
1472,ADFA (Orange + Green),43.1,32,27.9,0.6,5-Jun,
1473,ADFA (Orange + Green),50.9,26.4,26.1,0.62,5-Jun,
1474,ADFA (Orange + Green),34.6,32.2,21.5,0.75,5-Jun,
1475,ADFA (Orange + Green),,,,,,
1476,ADFA (Orange + Green),65.6,37.4,26.2,0.6,5-Jun,
1477,ADFA (Orange + Green),38.6,42.4,27.4,0.4,5-Jun,
1478,HEAR,,,,,,
1479,SANI (Orange + Yellow),16.4,13.1,9.6,0.4,5-Jun,
1480,HEAR,,,,,5-Jun,"np, g"
1481,HEAR,,,,,5-Jun,dead
1482,HEAR,3.75,5.9,3.2,0.38,5-Jun,
1483,HEAR,,,,,5-Jun,dead
1484,HEAR,,,,,5-Jun,np
1485,HEAR,,,,,24-Jun,np
1486,HEAR,6.2,2.6,1.9,0.4,24-Jun,herbivorized
1487,HEAR,,,,,26-Jun,np
1488,HEAR,,,,,26-Jun,"np, g"
1489,NO PLANT,,,,,,
1490,NO PLANT,,,,,,
1491,HEAR,,,,,26-Jun,np
1492,HEAR,,,,,24-Jun,np
1493,HEAR,,,,,24-Jun,"dead, buried"
1494,HEAR,,,,,24-Jun,"np, g"
1495,HEAR,,,,,24-Jun,np
1496,HEAR,,,,,,
1497,HEAR,,,,,26-Jun,np
1498,HEAR,,,,,26-Jun,dead
1499,HEAR,,,,,26-Jun,np
1500,HEAR,,,,,25-Jun,dead
1501,SAME (Orange + Pink),11,4.8,4.4,0.2,5-Jun,
1502,SANI (Orange + Yellow),,,,,,
1503,SAME (Orange + Pink),17.4,6.6,6.5,0.35,,
1504,SAME (Orange + Pink),,,,,,
1505,SANI (Orange + Yellow),,,,,,
1506,SANI (Orange + Yellow),,,,,,
1507,HEAR,,,,,25-Jun,np
1508,HEAR,,,,,25-Jun,dead
1509,HEAR,,,,,25-Jun,np
1510,HEAR,19.2,10.6,8.1,0.6,24-Jun,sad
1511,HEAR,16.1,8.1,7.1,0.5,24-Jun,
1512,HEAR,,,,,24-Jun,np
1513,HEAR,,,,,24-Jun,np
1514,HEAR,,,,,25-Jun,dead
1515,HEAR,,,,,25-Jun,"dead, buried"
1516,NO PLANT,,,,,,
1517,SAME (Orange + Pink),27.5,12.4,9.5,0.5,25-Jun,
1518,HEAR,28.2,15.9,18.9,0.5,24-Jun,
1519,HEAR,,,,,24-Jun,dead
1520,HEAR,,,,,25-Jun,np
1521,HEAR,,,,,26-Jun,np
1522,HEAR,,,,,26-Jun,np
1523,HEAR,23.5,13.8,10.5,0.5,26-Jun,
1524,HEAR,17.1,15.6,10.9,0.6,26-Jun,
1525,HEAR,,,,,25-Jun,np
1526,HEAR,7.1,5.5,4.3,0.4,26-Jun,
1527,HEAR,,,,,25-Jun,dead
1528,HEAR,,,,,26-Jun,dead
1529,HEAR,,,,,26-Jun,np
1530,HEAR,,,,,,
1531,SANI (Orange + Yellow),,,,,25-Jun,dead
1532,SAME (Orange + Pink),,,,,25-Jun,np
1533,SANI (Orange + Yellow),,,,,25-Jun,np
1534,SANI (Orange + Yellow),24,15.8,10,0.7,24-Jun,
1535,HEAR,,,,,26-Jun,np
1536,HEAR,,,,,26-Jun,np
1537,HEAR,,,,,26-Jun,dead
1538,HEAR,7.1,6.9,4.2,0.35,26-Jun,
1539,HEAR,,,,,26-Jun,np
1540,SANI (Orange + Yellow),9.7,4.8,4.6,0.3,25-Jun,
1541,SANI (Orange + Yellow),,,,,24-Jun,"np, g"
1542,SAME (Orange + Pink),42.2,22.1,20.6,1.4,24-Jun,
1543,SAME (Orange + Pink),47.1,20.1,21.2,0.7,24-Jun,
1544,SANI (Orange + Yellow),,,,,24-Jun,np
1545,SAME (Orange + Pink),3.2,3.1,1.9,0.4,24-Jun,herbivorized
1546,SAME (Orange + Pink),11.7,10.3,8.7,0.4,25-Jun,
1547,SANI (Orange + Yellow),,,,,24-Jun,"np, g"
1548,SANI (Orange + Yellow),,,,,25-Jun,"np, g"
1549,SAME (Orange + Pink),31.2,21.6,22.4,0.5,25-Jun,
1550,SANI (Orange + Yellow),,,,,24-Jun,"dead, herbivorized"
1551,SANI (Orange + Yellow),17.2,7.6,6,0.6,24-Jun,
1552,SANI (Orange + Yellow),24.6,13.5,10.9,0.4,25-Jun,
1553,SANI (Orange + Yellow),,,,,25-Jun,"np, g"
1554,SAME (Orange + Pink),,,,,25-Jun,"np, g"
1555,SAME (Orange + Pink),17.6,7.4,6.5,0.5,26-Jun,
1556,SAME (Orange + Pink),,,,,26-Jun,np
1557,SANI (Orange + Yellow),23.9,15.1,12.8,0.45,26-Jun,
1558,SAME (Orange + Pink),31,12,11.1,0.38,26-Jun,
1559,SANI (Orange + Yellow),17.2,13.5,11.4,0.4,26-Jun,
1560,SANI (Orange + Yellow),,,,,26-Jun,dead
1561,SANI (Orange + Yellow),,,,,26-Jun,dead
1562,SAME (Orange + Pink),12.8,8.9,8,0.3,26-Jun,
1563,SANI (Orange + Yellow),,,,,26-Jun,np
1564,SANI (Orange + Yellow),,,,,,
1565,SAME (Orange + Pink),,,,,26-Jun,np
1566,SANI (Orange + Yellow),,,,,26-Jun,np
1567,SAME (Orange + Pink),,,,,26-Jun,"np,g"
1568,SANI (Orange + Yellow),,,,,26-Jun,np
1569,SANI (Orange + Yellow),21.5,9.7,7.7,0.46,26-Jun,
1570,SAME (Orange + Pink),,,,,26-Jun,"np, g"
1571,SANI (Orange + Yellow),38.4,18.1,12,0.54,26-Jun,
1572,SAME (Orange + Pink),,,,,25-Jun,np
1573,SANI (Orange + Yellow),,,,,25-Jun,np
1574,SANI (Orange + Yellow),7.6,1.6,1.1,0.3,25-Jun,herbivorized
1575,SAME (Orange + Pink),40.1,13.1,11.8,0.5,5-Jun,
1576,SANI (Orange + Yellow),,,,,25-Jun,np
1577,SANI (Orange + Yellow),,,,,25-Jun,np
1578,SANI (Orange + Yellow),,,,,25-Jun,np
1579,SANI (Orange + Yellow),15.3,7.4,7.3,0.29,24-Jun,
1580,SAME (Orange + Pink),14,2.5,2.3,0.3,24-Jun,
1581,SANI (Orange + Yellow),6.8,7.8,2.3,0.41,25-Jun,"herbivorized, g.a."
1582,SAME (Orange + Pink),46,21.1,19.5,0.75,25-Jun,
1583,SAME (Orange + Pink),,,,,24-Jun,np
1584,SAME (Orange + Pink),,,,,24-Jun,"np, g"
1585,SANI (Orange + Yellow),,,,,24-Jun,dead
1586,SANI (Orange + Yellow),,,,,,
1587,SANI (Orange + Yellow),,,,,24-Jun,np
1588,SAME (Orange + Pink),,,,,24-Jun,np
1589,SANI (Orange + Yellow),19.2,8.5,4.9,0.52,25-Jun,
1590,HEAR,5.4,8.75,7.9,0.28,5-Jun,
1591,HEAR,,,,,5-Jun,np
1592,HEAR,,,,,5-Jun,dead
1593,HEAR,,,,,24-Jun,dead
1594,SANI (Orange + Yellow),13.9,10,7.8,0.3,24-Jun,
1595,SAME (Orange + Pink),,,,,24-Jun,np
1596,SAME (Orange + Pink),15.2,9.8,7.2,,24-Jun,
1597,SANI (Orange + Yellow),,,,,24-Jun,np
1598,SAME (Orange + Pink),,,,,24-Jun,np
1599,SANI (Orange + Yellow),8.4,12.2,9.2,0.35,5-Jun,
1600,SANI (Orange + Yellow),12.4,4.3,4.1,0.45,24-Jun,
1601,SAME (Orange + Pink),18.7,9,8.5,0.36,5-Jun,
1602,SANI (Orange + Yellow),,,,,5-Jun,"np, g"
1603,SANI (Orange + Yellow),,,,,24-Jun,"np, g"
1604,SAME (Orange + Pink),20.1,13,12.6,0.7,24-Jun,
1605,HEAR,,,,,5-Jun,"np, g"
1606,SAME (Orange + Pink),,,,,24-Jun,"np, g"
1607,SANI (Orange + Yellow),,,,,25-Jun,np
1608,SAME (Orange + Pink),,,,,24-Jun,np
1609,SANI (Orange + Yellow),,,,,25-Jun,dead
1610,SAME (Orange + Pink),13.4,8,6.9,0.4,24-Jun,
1611,SANI (Orange + Yellow),,,,,24-Jun,dead
1612,SAME (Orange + Pink),,,,,25-Jun,"np, g"
1613,SANI (Orange + Yellow),15.8,9.1,4.4,0.5,24-Jun,
1614,ADFA (Orange + Green),,,,,26-Jun,dead
1615,SAME (Orange + Pink),,,,,25-Jun,np
1616,SANI (Orange + Yellow),,,,,25-Jun,dead
1617,ADFA (Orange + Green),64.2,37,29.2,1.02,26-Jun,
1618,HEAR,,,,,5-Jun,dead
1619,SANI (Orange + Yellow),,,,,24-Jun,np
1620,ADFA (Orange + Green),40.8,30.9,28.9,0.8,25-Jun,
1621,ADFA (Orange + Green),79.5,39.1,39.5,1,26-Jun,
1622,ADFA (Orange + Green),47,68.9,45.3,0.78,26-Jun,
1623,ADFA (Orange + Green),43.5,33.5,30.2,0.5,26-Jun,
1624,ADFA (Orange + Green),51.8,62.7,30.1,1.5,25-Jun,
1625,ADFA (Orange + Green),,,,,25-Jun,dead
1626,ADFA (Orange + Green),,,,,,
1627,ADFA (Orange + Green),54.9,43.6,57.6,1.9,25-Jun,
1628,ADFA (Orange + Green),,,,,24-Jun,dead
1629,HEAR,,,,,24-Jun,dead
1630,ADFA (Orange + Green),59.1,48,38.5,2.4,24-Jun,g.a.
1631,ADFA (Orange + Green),66.9,68.2,43.4,1.6,25-Jun,
1632,ADFA (Orange + Green),65.8,52.9,39.1,1.41,25-Jun,
1633,ADFA (Orange + Green),57.1,51.1,19,1.45,25-Jun,
1634,HEAR,15.1,13.1,10.2,0.4,25-Jun,
1635,ADFA (Orange + Green),60.6,69.3,54.8,1.12,25-Jun,
1636,ADFA (Orange + Green),54,56.6,29.1,0.95,24-Jun,
1637,ADFA (Orange + Green),,,,,25-Jun,dead
1638,HEAR,,,,,24-Jun,dead
1639,ADFA (Orange + Green),54,51.75,50.75,1.9,5-Jun,
1640,SANI (Orange + Yellow),9.1,6.6,5.5,0.3,25-Jun,
1641,ADFA (Orange + Green),52.6,30.8,37.5,2.25,5-Jun,
1642,HEAR,,,,,5-Jun,np
1643,HEAR,18.85,16,13.5,0.65,5-Jun,
1644,ADFA (Orange + Green),,,,,24-Jun,"dead, g.a."
1645,ADFA (Orange + Green),,,,,,
1646,ADFA (Orange + Green),57.1,27.3,28,2.3,24-Jun,
1647,SAME (Orange + Pink),,,,,25-Jun,"np, g"
1648,SANI (Orange + Yellow),,,,,26-Jun,dead
1649,SAME (Orange + Pink),24.7,11.5,9,0.32,26-Jun,ARCA volunteer
1650,SANI (Orange + Yellow),8.3,4.3,3.7,0.15,26-Jun,
1651,SAME (Orange + Pink),29.7,15.6,14,0.45,25-Jun,
1652,SANI (Orange + Yellow),,,,,25-Jun,np
1653,SAME (Orange + Pink),13.8,8.1,8,0.4,24-Jun,
1654,SANI (Orange + Yellow),11.1,6.4,9.1,0.3,24-Jun,
1655,SAME (Orange + Pink),,,,,5-Jun,np
1656,SAME (Orange + Pink),11.5,12.4,8.9,0.5,5-Jun,
1657,SANI (Orange + Yellow),,,,,25-Jun,"dead, g"
1658,SANI (Orange + Yellow),16.9,5,2.8,0.4,25-Jun,
1659,SAME (Orange + Pink),,,,,25-Jun,"np, g"
1660,NO PLANT,,,,,,
1661,SAME (Orange + Pink),,,,,,
1662,SAME (Orange + Pink),,,,,25-Jun,"np, g"
1663,SANI (Orange + Yellow),5,6.3,5.4,0.4,24-Jun,g.a.
1664,SANI (Orange + Yellow),11.3,8.2,6.8,0.5,5-Jun,
1665,SANI (Orange + Yellow),,,,,24-Jun,np
1666,SAME (Orange + Pink),,,,,24-Jun,dead
